Comment,,510MJ3mWin.5mH,,510MJ3mWin.5mH,,,,
S/N,,9178815,,9178815,,,,
Sensor,,Internal Digital Temperature,,Internal RH,,,,
Low,,,,,,,,
Pre-low,,,,,,,,
Pre-high,,,,,,,,
High,,,,,,,,
,,,,,,,,
Date,Time,Internal Digital Temperature,Alarm Type,Internal RH,Alarm Type,Time Stamp Comment,,
27/02/2020,11:45:51,23.63,,27.55,,,,
27/02/2020,11:46:51,23.63,,27.55,,,,
27/02/2020,11:47:51,23.63,,27.55,,,,
27/02/2020,11:48:51,23.61,,27.55,,,,
27/02/2020,11:49:51,23.61,,27.55,,,,
27/02/2020,11:50:51,23.61,,27.55,,,,
27/02/2020,11:51:51,23.61,,27.55,,,,
27/02/2020,11:52:51,23.61,,27.55,,,,
27/02/2020,11:53:51,23.59,,27.55,,,,
27/02/2020,11:54:51,23.59,,27.55,,,,
27/02/2020,11:55:51,23.61,,27.55,,,,
27/02/2020,11:56:51,23.61,,27.55,,,,
27/02/2020,11:57:51,23.61,,27.52,,,,
27/02/2020,11:58:51,23.61,,27.52,,,,
27/02/2020,11:59:51,23.61,,27.52,,,,
27/02/2020,12:00:51,23.61,,27.48,,,,
27/02/2020,12:01:51,23.61,,27.48,,,,
27/02/2020,12:02:51,23.61,,27.48,,,,
27/02/2020,12:03:51,23.60,,27.48,,,,
27/02/2020,12:04:51,23.61,,27.48,,,,
27/02/2020,12:05:51,23.61,,27.52,,,,
27/02/2020,12:06:51,23.59,,27.51,,,,
27/02/2020,12:07:51,23.59,,27.51,,,,
27/02/2020,12:08:51,23.59,,27.51,,,,
27/02/2020,12:09:51,23.58,,27.51,,,,
27/02/2020,12:10:51,23.59,,27.51,,,,
27/02/2020,12:11:51,23.59,,27.48,,,,
27/02/2020,12:12:51,23.59,,27.48,,,,
27/02/2020,12:13:51,23.59,,27.48,,,,
27/02/2020,12:14:51,23.58,,27.48,,,,
27/02/2020,12:15:51,23.59,,27.48,,,,
27/02/2020,12:16:51,23.59,,27.48,,,,
27/02/2020,12:17:51,23.59,,27.48,,,,
27/02/2020,12:18:51,23.57,,27.48,,,,
27/02/2020,12:19:51,23.56,,27.48,,,,
27/02/2020,12:20:51,23.56,,27.48,,,,
27/02/2020,12:21:51,23.55,,27.48,,,,
27/02/2020,12:22:51,23.54,,27.48,,,,
27/02/2020,12:23:51,23.54,,27.51,,,,
27/02/2020,12:24:51,23.54,,27.51,,,,
27/02/2020,12:25:51,23.54,,27.51,,,,
27/02/2020,12:26:51,23.54,,27.51,,,,
27/02/2020,12:27:51,23.54,,27.51,,,,
27/02/2020,12:28:51,23.54,,27.51,,,,
27/02/2020,12:29:51,23.54,,27.51,,,,
27/02/2020,12:30:51,23.54,,27.51,,,,
27/02/2020,12:31:51,23.54,,27.47,,,,
27/02/2020,12:32:51,23.54,,27.47,,,,
27/02/2020,12:33:51,23.54,,27.48,,,,
27/02/2020,12:34:51,23.54,,27.48,,,,
27/02/2020,12:35:51,23.55,,27.48,,,,
27/02/2020,12:36:51,23.55,,27.48,,,,
27/02/2020,12:37:51,23.55,,27.51,,,,
27/02/2020,12:38:51,23.56,,27.51,,,,
27/02/2020,12:39:51,23.56,,27.51,,,,
27/02/2020,12:40:51,23.57,,27.51,,,,
27/02/2020,12:41:51,23.57,,27.48,,,,
27/02/2020,12:42:51,23.57,,27.48,,,,
27/02/2020,12:43:51,23.57,,27.48,,,,
27/02/2020,12:44:51,23.59,,27.48,,,,
27/02/2020,12:45:51,23.58,,27.48,,,,
27/02/2020,12:46:51,23.59,,27.48,,,,
27/02/2020,12:47:51,23.59,,27.48,,,,
27/02/2020,12:48:51,23.59,,27.48,,,,
27/02/2020,12:49:51,23.59,,27.48,,,,
27/02/2020,12:50:51,23.58,,27.48,,,,
27/02/2020,12:51:51,23.59,,27.48,,,,
27/02/2020,12:52:51,23.59,,27.48,,,,
27/02/2020,12:53:51,23.59,,27.48,,,,
27/02/2020,12:54:51,23.59,,27.48,,,,
27/02/2020,12:55:51,23.59,,27.48,,,,
27/02/2020,12:56:51,23.58,,27.45,,,,
27/02/2020,12:57:51,23.59,,27.45,,,,
27/02/2020,12:58:51,23.59,,27.45,,,,
27/02/2020,12:59:51,23.59,,27.41,,,,
27/02/2020,13:00:51,23.59,,27.41,,,,
27/02/2020,13:01:51,23.59,,27.41,,,,
27/02/2020,13:02:51,23.61,,27.41,,,,
27/02/2020,13:03:51,23.61,,27.38,,,,
27/02/2020,13:04:51,23.61,,27.38,,,,
27/02/2020,13:05:51,23.61,,27.38,,,,
27/02/2020,13:06:51,23.60,,27.38,,,,
27/02/2020,13:07:51,23.61,,27.34,,,,
27/02/2020,13:08:51,23.61,,27.34,,,,
27/02/2020,13:09:51,23.59,,27.31,,,,
27/02/2020,13:10:51,23.59,,27.28,,,,
27/02/2020,13:11:51,23.59,,27.28,,,,
27/02/2020,13:12:51,23.59,,27.24,,,,
27/02/2020,13:13:51,23.59,,27.21,,,,
27/02/2020,13:14:51,23.59,,27.17,,,,
27/02/2020,13:15:51,23.61,,27.14,,,,
27/02/2020,13:16:51,23.61,,27.14,,,,
27/02/2020,13:17:51,23.61,,27.11,,,,
27/02/2020,13:18:51,23.63,,27.07,,,,
27/02/2020,13:19:51,23.63,,27.04,,,,
27/02/2020,13:20:51,23.63,,27.04,,,,
27/02/2020,13:21:51,23.63,,27.01,,,,
27/02/2020,13:22:51,23.63,,27.01,,,,
27/02/2020,13:23:51,23.63,,26.97,,,,
27/02/2020,13:24:51,23.61,,26.94,,,,
27/02/2020,13:25:51,23.61,,26.94,,,,
27/02/2020,13:26:51,23.61,,26.90,,,,
27/02/2020,13:27:51,23.60,,26.87,,,,
27/02/2020,13:28:51,23.61,,26.84,,,,
27/02/2020,13:29:51,23.61,,26.80,,,,
27/02/2020,13:30:51,23.61,,26.80,,,,
27/02/2020,13:31:51,23.61,,26.77,,,,
27/02/2020,13:32:51,23.60,,26.73,,,,
27/02/2020,13:33:51,23.61,,26.73,,,,
27/02/2020,13:34:51,23.61,,26.70,,,,
27/02/2020,13:35:51,23.61,,26.66,,,,
27/02/2020,13:36:51,23.61,,26.63,,,,
27/02/2020,13:37:51,23.61,,26.60,,,,
27/02/2020,13:38:51,23.61,,26.60,,,,
27/02/2020,13:39:51,23.61,,26.56,,,,
27/02/2020,13:40:51,23.61,,26.56,,,,
27/02/2020,13:41:51,23.61,,26.53,,,,
27/02/2020,13:42:51,23.63,,26.53,,,,
27/02/2020,13:43:51,23.63,,26.53,,,,
27/02/2020,13:44:51,23.63,,26.53,,,,
27/02/2020,13:45:51,23.63,,26.53,,,,
27/02/2020,13:46:51,23.63,,26.53,,,,
27/02/2020,13:47:51,23.63,,26.53,,,,
27/02/2020,13:48:51,23.63,,26.50,,,,
27/02/2020,13:49:51,23.63,,26.50,,,,
27/02/2020,13:50:51,23.63,,26.50,,,,
27/02/2020,13:51:51,23.63,,26.50,,,,
27/02/2020,13:52:51,23.64,,26.50,,,,
27/02/2020,13:53:51,23.65,,26.50,,,,
27/02/2020,13:54:51,23.66,,26.46,,,,
27/02/2020,13:55:51,23.66,,26.46,,,,
27/02/2020,13:56:51,23.66,,26.46,,,,
27/02/2020,13:57:51,23.66,,26.46,,,,
27/02/2020,13:58:51,23.67,,26.43,,,,
27/02/2020,13:59:51,23.68,,26.43,,,,
27/02/2020,14:00:51,23.66,,26.43,,,,
27/02/2020,14:01:51,23.66,,26.40,,,,
27/02/2020,14:02:51,23.66,,26.40,,,,
27/02/2020,14:03:51,23.66,,26.36,,,,
27/02/2020,14:04:51,23.66,,26.36,,,,
27/02/2020,14:05:51,23.66,,26.33,,,,
27/02/2020,14:06:51,23.64,,26.33,,,,
27/02/2020,14:07:51,23.64,,26.33,,,,
27/02/2020,14:08:51,23.63,,26.33,,,,
27/02/2020,14:09:51,23.63,,26.33,,,,
27/02/2020,14:10:51,23.63,,26.33,,,,
27/02/2020,14:11:51,23.63,,26.33,,,,
27/02/2020,14:12:51,23.63,,26.33,,,,
27/02/2020,14:13:51,23.61,,26.29,,,,
27/02/2020,14:14:51,23.61,,26.29,,,,
27/02/2020,14:15:51,23.61,,26.29,,,,
27/02/2020,14:16:51,23.61,,26.29,,,,
27/02/2020,14:17:51,23.61,,26.26,,,,
27/02/2020,14:18:51,23.61,,26.26,,,,
27/02/2020,14:19:51,23.63,,26.26,,,,
27/02/2020,14:20:51,23.63,,26.22,,,,
27/02/2020,14:21:51,23.63,,26.22,,,,
27/02/2020,14:22:51,23.63,,26.19,,,,
27/02/2020,14:23:51,23.63,,26.19,,,,
27/02/2020,14:24:51,23.63,,26.16,,,,
27/02/2020,14:25:51,23.63,,26.12,,,,
27/02/2020,14:26:51,23.64,,26.13,,,,
27/02/2020,14:27:51,23.63,,26.09,,,,
27/02/2020,14:28:51,23.63,,26.05,,,,
27/02/2020,14:29:51,23.63,,26.05,,,,
27/02/2020,14:30:51,23.63,,26.02,,,,
27/02/2020,14:31:51,23.63,,26.02,,,,
27/02/2020,14:32:51,23.61,,25.98,,,,
27/02/2020,14:33:51,23.61,,25.98,,,,
27/02/2020,14:34:51,23.61,,25.95,,,,
27/02/2020,14:35:51,23.59,,25.95,,,,
27/02/2020,14:36:51,23.59,,25.91,,,,
27/02/2020,14:37:51,23.59,,25.91,,,,
27/02/2020,14:38:51,23.59,,25.88,,,,
27/02/2020,14:39:51,23.61,,25.88,,,,
27/02/2020,14:40:51,23.60,,25.85,,,,
27/02/2020,14:41:51,23.61,,25.81,,,,
27/02/2020,14:42:51,23.61,,25.81,,,,
27/02/2020,14:43:51,23.61,,25.78,,,,
27/02/2020,14:44:51,23.61,,25.75,,,,
27/02/2020,14:45:51,23.60,,25.71,,,,
27/02/2020,14:46:51,23.59,,25.71,,,,
27/02/2020,14:47:51,23.59,,25.71,,,,
27/02/2020,14:48:51,23.61,,25.68,,,,
27/02/2020,14:49:51,23.61,,25.64,,,,
27/02/2020,14:50:51,23.61,,25.64,,,,
27/02/2020,14:51:51,23.61,,25.64,,,,
27/02/2020,14:52:51,23.61,,25.61,,,,
27/02/2020,14:53:51,23.61,,25.57,,,,
27/02/2020,14:54:51,23.61,,25.54,,,,
27/02/2020,14:55:51,23.60,,25.54,,,,
27/02/2020,14:56:51,23.59,,25.51,,,,
27/02/2020,14:57:51,23.59,,25.51,,,,
27/02/2020,14:58:51,23.59,,25.47,,,,
27/02/2020,14:59:51,23.59,,25.44,,,,
27/02/2020,15:00:51,23.59,,25.44,,,,
27/02/2020,15:01:51,23.57,,25.40,,,,
27/02/2020,15:02:51,23.57,,25.40,,,,
27/02/2020,15:03:51,23.57,,25.37,,,,
27/02/2020,15:04:51,23.57,,25.37,,,,
27/02/2020,15:05:51,23.57,,25.34,,,,
27/02/2020,15:06:51,23.56,,25.33,,,,
27/02/2020,15:07:51,23.56,,25.34,,,,
27/02/2020,15:08:51,23.56,,25.30,,,,
27/02/2020,15:09:51,23.56,,25.30,,,,
27/02/2020,15:10:51,23.56,,25.30,,,,
27/02/2020,15:11:51,23.57,,25.30,,,,
27/02/2020,15:12:51,23.57,,25.27,,,,
27/02/2020,15:13:51,23.57,,25.27,,,,
27/02/2020,15:14:51,23.57,,25.27,,,,
27/02/2020,15:15:51,23.57,,25.27,,,,
27/02/2020,15:16:51,23.56,,25.27,,,,
27/02/2020,15:17:51,23.56,,25.23,,,,
27/02/2020,15:18:51,23.57,,25.23,,,,
27/02/2020,15:19:51,23.57,,25.23,,,,
27/02/2020,15:20:51,23.57,,25.23,,,,
27/02/2020,15:21:51,23.57,,25.20,,,,
27/02/2020,15:22:51,23.59,,25.20,,,,
27/02/2020,15:23:51,23.59,,25.16,,,,
27/02/2020,15:24:51,23.59,,25.16,,,,
27/02/2020,15:25:51,23.59,,25.13,,,,
27/02/2020,15:26:51,23.59,,25.13,,,,
27/02/2020,15:27:51,23.59,,25.10,,,,
27/02/2020,15:28:51,23.59,,25.06,,,,
27/02/2020,15:29:51,23.59,,25.06,,,,
27/02/2020,15:30:51,23.59,,25.06,,,,
27/02/2020,15:31:51,23.59,,25.06,,,,
27/02/2020,15:32:51,23.58,,25.06,,,,
27/02/2020,15:33:51,23.59,,25.03,,,,
27/02/2020,15:34:51,23.59,,25.03,,,,
27/02/2020,15:35:51,23.59,,25.03,,,,
27/02/2020,15:36:51,23.59,,25.00,,,,
27/02/2020,15:37:51,23.58,,24.99,,,,
27/02/2020,15:38:51,23.59,,25.00,,,,
27/02/2020,15:39:51,23.59,,24.96,,,,
27/02/2020,15:40:51,23.59,,24.96,,,,
27/02/2020,15:41:51,23.59,,24.96,,,,
27/02/2020,15:42:51,23.57,,24.96,,,,
27/02/2020,15:43:51,23.57,,24.96,,,,
27/02/2020,15:44:51,23.57,,24.93,,,,
27/02/2020,15:45:51,23.59,,24.93,,,,
27/02/2020,15:46:51,23.57,,24.93,,,,
27/02/2020,15:47:51,23.59,,24.93,,,,
27/02/2020,15:48:51,23.58,,24.93,,,,
27/02/2020,15:49:51,23.59,,24.93,,,,
27/02/2020,15:50:51,23.59,,24.93,,,,
27/02/2020,15:51:51,23.59,,24.89,,,,
27/02/2020,15:52:51,23.59,,24.93,,,,
27/02/2020,15:53:51,23.59,,24.93,,,,
27/02/2020,15:54:51,23.61,,24.93,,,,
27/02/2020,15:55:51,23.61,,24.89,,,,
27/02/2020,15:56:51,23.61,,24.89,,,,
27/02/2020,15:57:51,23.61,,24.89,,,,
27/02/2020,15:58:51,23.61,,24.89,,,,
27/02/2020,15:59:51,23.61,,24.89,,,,
27/02/2020,16:00:51,23.61,,24.89,,,,
27/02/2020,16:01:51,23.61,,24.89,,,,
27/02/2020,16:02:51,23.61,,24.89,,,,
27/02/2020,16:03:51,23.59,,24.89,,,,
27/02/2020,16:04:51,23.59,,24.89,,,,
27/02/2020,16:05:51,23.59,,24.89,,,,
27/02/2020,16:06:51,23.59,,24.89,,,,
27/02/2020,16:07:51,23.59,,24.89,,,,
27/02/2020,16:08:51,23.59,,24.89,,,,
27/02/2020,16:09:51,23.59,,24.89,,,,
27/02/2020,16:10:51,23.59,,24.86,,,,
27/02/2020,16:11:51,23.59,,24.86,,,,
27/02/2020,16:12:51,23.59,,24.86,,,,
27/02/2020,16:13:51,23.59,,24.86,,,,
27/02/2020,16:14:51,23.57,,24.86,,,,
27/02/2020,16:15:51,23.57,,24.86,,,,
27/02/2020,16:16:51,23.57,,24.86,,,,
27/02/2020,16:17:51,23.56,,24.86,,,,
27/02/2020,16:18:51,23.56,,24.86,,,,
27/02/2020,16:19:51,23.56,,24.86,,,,
27/02/2020,16:20:51,23.56,,24.86,,,,
27/02/2020,16:21:51,23.55,,24.86,,,,
27/02/2020,16:22:51,23.55,,24.86,,,,
27/02/2020,16:23:51,23.55,,24.82,,,,
27/02/2020,16:24:51,23.55,,24.82,,,,
27/02/2020,16:25:51,23.55,,24.82,,,,
27/02/2020,16:26:51,23.55,,24.82,,,,
27/02/2020,16:27:51,23.56,,24.82,,,,
27/02/2020,16:28:51,23.56,,24.79,,,,
27/02/2020,16:29:51,23.57,,24.75,,,,
27/02/2020,16:30:51,23.57,,24.75,,,,
27/02/2020,16:31:51,23.57,,24.75,,,,
27/02/2020,16:32:51,23.59,,24.72,,,,
27/02/2020,16:33:51,23.59,,24.69,,,,
27/02/2020,16:34:51,23.59,,24.69,,,,
27/02/2020,16:35:51,23.58,,24.69,,,,
27/02/2020,16:36:51,23.59,,24.65,,,,
27/02/2020,16:37:51,23.57,,24.65,,,,
27/02/2020,16:38:51,23.57,,24.65,,,,
27/02/2020,16:39:51,23.57,,24.62,,,,
27/02/2020,16:40:51,23.57,,24.62,,,,
27/02/2020,16:41:51,23.57,,24.62,,,,
27/02/2020,16:42:51,23.56,,24.62,,,,
27/02/2020,16:43:51,23.57,,24.58,,,,
27/02/2020,16:44:51,23.57,,24.58,,,,
27/02/2020,16:45:51,23.57,,24.58,,,,
27/02/2020,16:46:51,23.57,,24.58,,,,
27/02/2020,16:47:51,23.57,,24.55,,,,
27/02/2020,16:48:51,23.57,,24.55,,,,
27/02/2020,16:49:51,23.59,,24.55,,,,
27/02/2020,16:50:51,23.58,,24.55,,,,
27/02/2020,16:51:51,23.59,,24.55,,,,
27/02/2020,16:52:51,23.59,,24.52,,,,
27/02/2020,16:53:51,23.59,,24.52,,,,
27/02/2020,16:54:51,23.59,,24.52,,,,
27/02/2020,16:55:51,23.59,,24.48,,,,
27/02/2020,16:56:51,23.59,,24.48,,,,
27/02/2020,16:57:51,23.59,,24.48,,,,
27/02/2020,16:58:51,23.59,,24.48,,,,
27/02/2020,16:59:51,23.59,,24.48,,,,
27/02/2020,17:00:51,23.59,,24.48,,,,
27/02/2020,17:01:51,23.58,,24.48,,,,
27/02/2020,17:02:51,23.59,,24.45,,,,
27/02/2020,17:03:51,23.59,,24.45,,,,
27/02/2020,17:04:51,23.59,,24.45,,,,
27/02/2020,17:05:51,23.59,,24.45,,,,
27/02/2020,17:06:51,23.58,,24.41,,,,
27/02/2020,17:07:51,23.57,,24.41,,,,
27/02/2020,17:08:51,23.57,,24.41,,,,
27/02/2020,17:09:51,23.57,,24.41,,,,
27/02/2020,17:10:51,23.56,,24.38,,,,
27/02/2020,17:11:51,23.56,,24.38,,,,
27/02/2020,17:12:51,23.56,,24.38,,,,
27/02/2020,17:13:51,23.55,,24.38,,,,
27/02/2020,17:14:51,23.55,,24.38,,,,
27/02/2020,17:15:51,23.54,,24.38,,,,
27/02/2020,17:16:51,23.54,,24.34,,,,
27/02/2020,17:17:51,23.54,,24.34,,,,
27/02/2020,17:18:51,23.54,,24.34,,,,
27/02/2020,17:19:51,23.54,,24.34,,,,
27/02/2020,17:20:51,23.54,,24.34,,,,
27/02/2020,17:21:51,23.54,,24.34,,,,
27/02/2020,17:22:51,23.54,,24.34,,,,
27/02/2020,17:23:51,23.54,,24.34,,,,
27/02/2020,17:24:51,23.54,,24.34,,,,
27/02/2020,17:25:51,23.54,,24.34,,,,
27/02/2020,17:26:51,23.54,,24.34,,,,
27/02/2020,17:27:51,23.54,,24.38,,,,
27/02/2020,17:28:51,23.54,,24.34,,,,
27/02/2020,17:29:51,23.54,,24.34,,,,
27/02/2020,17:30:51,23.54,,24.34,,,,
27/02/2020,17:31:51,23.54,,24.34,,,,
27/02/2020,17:32:51,23.52,,24.34,,,,
27/02/2020,17:33:51,23.52,,24.34,,,,
27/02/2020,17:34:51,23.52,,24.34,,,,
27/02/2020,17:35:51,23.52,,24.34,,,,
27/02/2020,17:36:51,23.52,,24.34,,,,
27/02/2020,17:37:51,23.52,,24.38,,,,
27/02/2020,17:38:51,23.52,,24.38,,,,
27/02/2020,17:39:51,23.52,,24.38,,,,
27/02/2020,17:40:51,23.52,,24.38,,,,
27/02/2020,17:41:51,23.52,,24.38,,,,
27/02/2020,17:42:51,23.52,,24.34,,,,
27/02/2020,17:43:51,23.52,,24.34,,,,
27/02/2020,17:44:51,23.52,,24.34,,,,
27/02/2020,17:45:51,23.52,,24.34,,,,
27/02/2020,17:46:51,23.52,,24.34,,,,
27/02/2020,17:47:51,23.52,,24.34,,,,
27/02/2020,17:48:51,23.51,,24.34,,,,
27/02/2020,17:49:51,23.52,,24.34,,,,
27/02/2020,17:50:51,23.52,,24.30,,,,
27/02/2020,17:51:51,23.50,,24.30,,,,
27/02/2020,17:52:51,23.50,,24.30,,,,
27/02/2020,17:53:51,23.50,,24.30,,,,
27/02/2020,17:54:51,23.50,,24.30,,,,
27/02/2020,17:55:51,23.50,,24.30,,,,
27/02/2020,17:56:51,23.48,,24.30,,,,
27/02/2020,17:57:51,23.48,,24.30,,,,
27/02/2020,17:58:51,23.47,,24.34,,,,
27/02/2020,17:59:51,23.47,,24.30,,,,
27/02/2020,18:00:51,23.47,,24.30,,,,
27/02/2020,18:01:51,23.46,,24.30,,,,
27/02/2020,18:02:51,23.46,,24.30,,,,
27/02/2020,18:03:51,23.45,,24.30,,,,
27/02/2020,18:04:51,23.45,,24.30,,,,
27/02/2020,18:05:51,23.45,,24.27,,,,
27/02/2020,18:06:51,23.45,,24.27,,,,
27/02/2020,18:07:51,23.45,,24.27,,,,
27/02/2020,18:08:51,23.45,,24.27,,,,
27/02/2020,18:09:51,23.43,,24.27,,,,
27/02/2020,18:10:51,23.43,,24.27,,,,
27/02/2020,18:11:51,23.45,,24.27,,,,
27/02/2020,18:12:51,23.45,,24.27,,,,
27/02/2020,18:13:51,23.45,,24.27,,,,
27/02/2020,18:14:51,23.45,,24.27,,,,
27/02/2020,18:15:51,23.45,,24.27,,,,
27/02/2020,18:16:51,23.46,,24.23,,,,
27/02/2020,18:17:51,23.46,,24.23,,,,
27/02/2020,18:18:51,23.46,,24.23,,,,
27/02/2020,18:19:51,23.46,,24.20,,,,
27/02/2020,18:20:51,23.46,,24.20,,,,
27/02/2020,18:21:51,23.46,,24.20,,,,
27/02/2020,18:22:51,23.45,,24.16,,,,
27/02/2020,18:23:51,23.45,,24.16,,,,
27/02/2020,18:24:51,23.45,,24.16,,,,
27/02/2020,18:25:51,23.45,,24.16,,,,
27/02/2020,18:26:51,23.45,,24.16,,,,
27/02/2020,18:27:51,23.45,,24.16,,,,
27/02/2020,18:28:51,23.45,,24.16,,,,
27/02/2020,18:29:51,23.45,,24.13,,,,
27/02/2020,18:30:51,23.45,,24.13,,,,
27/02/2020,18:31:51,23.43,,24.13,,,,
27/02/2020,18:32:51,23.43,,24.13,,,,
27/02/2020,18:33:51,23.43,,24.13,,,,
27/02/2020,18:34:51,23.43,,24.13,,,,
27/02/2020,18:35:51,23.41,,24.13,,,,
27/02/2020,18:36:51,23.41,,24.09,,,,
27/02/2020,18:37:51,23.41,,24.13,,,,
27/02/2020,18:38:51,23.39,,24.13,,,,
27/02/2020,18:39:51,23.38,,24.09,,,,
27/02/2020,18:40:51,23.38,,24.13,,,,
27/02/2020,18:41:51,23.38,,24.13,,,,
27/02/2020,18:42:51,23.36,,24.13,,,,
27/02/2020,18:43:51,23.36,,24.13,,,,
27/02/2020,18:44:51,23.36,,24.13,,,,
27/02/2020,18:45:51,23.36,,24.13,,,,
27/02/2020,18:46:51,23.36,,24.13,,,,
27/02/2020,18:47:51,23.36,,24.13,,,,
27/02/2020,18:48:51,23.36,,24.09,,,,
27/02/2020,18:49:51,23.36,,24.09,,,,
27/02/2020,18:50:51,23.34,,24.09,,,,
27/02/2020,18:51:51,23.34,,24.09,,,,
27/02/2020,18:52:51,23.34,,24.09,,,,
27/02/2020,18:53:51,23.34,,24.09,,,,
27/02/2020,18:54:51,23.32,,24.09,,,,
27/02/2020,18:55:51,23.32,,24.09,,,,
27/02/2020,18:56:51,23.31,,24.09,,,,
27/02/2020,18:57:51,23.31,,24.09,,,,
27/02/2020,18:58:51,23.31,,24.09,,,,
27/02/2020,18:59:51,23.31,,24.05,,,,
27/02/2020,19:00:51,23.30,,24.05,,,,
27/02/2020,19:01:51,23.30,,24.05,,,,
27/02/2020,19:02:51,23.30,,24.05,,,,
27/02/2020,19:03:51,23.29,,24.05,,,,
27/02/2020,19:04:51,23.29,,24.05,,,,
27/02/2020,19:05:51,23.29,,24.05,,,,
27/02/2020,19:06:51,23.29,,24.05,,,,
27/02/2020,19:07:51,23.29,,24.05,,,,
27/02/2020,19:08:51,23.29,,24.05,,,,
27/02/2020,19:09:51,23.29,,24.05,,,,
27/02/2020,19:10:51,23.29,,24.05,,,,
27/02/2020,19:11:51,23.29,,24.02,,,,
27/02/2020,19:12:51,23.29,,24.02,,,,
27/02/2020,19:13:51,23.29,,24.02,,,,
27/02/2020,19:14:51,23.27,,24.05,,,,
27/02/2020,19:15:51,23.27,,24.05,,,,
27/02/2020,19:16:51,23.27,,24.05,,,,
27/02/2020,19:17:51,23.27,,24.05,,,,
27/02/2020,19:18:51,23.25,,24.05,,,,
27/02/2020,19:19:51,23.25,,24.05,,,,
27/02/2020,19:20:51,23.25,,24.05,,,,
27/02/2020,19:21:51,23.25,,24.05,,,,
27/02/2020,19:22:51,23.27,,24.05,,,,
27/02/2020,19:23:51,23.27,,24.05,,,,
27/02/2020,19:24:51,23.25,,24.05,,,,
27/02/2020,19:25:51,23.25,,24.02,,,,
27/02/2020,19:26:51,23.25,,24.02,,,,
27/02/2020,19:27:51,23.25,,24.01,,,,
27/02/2020,19:28:51,23.23,,24.01,,,,
27/02/2020,19:29:51,23.23,,24.01,,,,
27/02/2020,19:30:51,23.22,,24.01,,,,
27/02/2020,19:31:51,23.21,,24.01,,,,
27/02/2020,19:32:51,23.20,,24.01,,,,
27/02/2020,19:33:51,23.20,,24.04,,,,
27/02/2020,19:34:51,23.20,,24.04,,,,
27/02/2020,19:35:51,23.20,,24.01,,,,
27/02/2020,19:36:51,23.18,,24.01,,,,
27/02/2020,19:37:51,23.18,,24.01,,,,
27/02/2020,19:38:51,23.18,,24.04,,,,
27/02/2020,19:39:51,23.18,,24.01,,,,
27/02/2020,19:40:51,23.16,,24.01,,,,
27/02/2020,19:41:51,23.16,,24.01,,,,
27/02/2020,19:42:51,23.16,,24.01,,,,
27/02/2020,19:43:51,23.16,,24.04,,,,
27/02/2020,19:44:51,23.16,,24.04,,,,
27/02/2020,19:45:51,23.14,,24.04,,,,
27/02/2020,19:46:51,23.14,,24.04,,,,
27/02/2020,19:47:51,23.14,,24.04,,,,
27/02/2020,19:48:51,23.14,,24.04,,,,
27/02/2020,19:49:51,23.14,,24.04,,,,
27/02/2020,19:50:51,23.13,,24.04,,,,
27/02/2020,19:51:51,23.13,,24.04,,,,
27/02/2020,19:52:51,23.13,,24.04,,,,
27/02/2020,19:53:51,23.13,,24.04,,,,
27/02/2020,19:54:51,23.11,,24.04,,,,
27/02/2020,19:55:51,23.11,,24.04,,,,
27/02/2020,19:56:51,23.10,,24.04,,,,
27/02/2020,19:57:51,23.11,,24.04,,,,
27/02/2020,19:58:51,23.11,,24.04,,,,
27/02/2020,19:59:51,23.09,,24.04,,,,
27/02/2020,20:00:51,23.09,,24.04,,,,
27/02/2020,20:01:51,23.09,,24.04,,,,
27/02/2020,20:02:51,23.09,,24.04,,,,
27/02/2020,20:03:51,23.09,,24.04,,,,
27/02/2020,20:04:51,23.07,,24.04,,,,
27/02/2020,20:05:51,23.07,,24.04,,,,
27/02/2020,20:06:51,23.06,,24.04,,,,
27/02/2020,20:07:51,23.06,,24.04,,,,
27/02/2020,20:08:51,23.05,,24.04,,,,
27/02/2020,20:09:51,23.04,,24.04,,,,
27/02/2020,20:10:51,23.04,,24.04,,,,
27/02/2020,20:11:51,23.04,,24.07,,,,
27/02/2020,20:12:51,23.04,,24.07,,,,
27/02/2020,20:13:51,23.04,,24.07,,,,
27/02/2020,20:14:51,23.04,,24.07,,,,
27/02/2020,20:15:51,23.02,,24.07,,,,
27/02/2020,20:16:51,23.02,,24.07,,,,
27/02/2020,20:17:51,23.02,,24.07,,,,
27/02/2020,20:18:51,23.00,,24.07,,,,
27/02/2020,20:19:51,23.00,,24.07,,,,
27/02/2020,20:20:51,23.00,,24.07,,,,
27/02/2020,20:21:51,23.00,,24.10,,,,
27/02/2020,20:22:51,22.98,,24.10,,,,
27/02/2020,20:23:51,22.98,,24.10,,,,
27/02/2020,20:24:51,22.98,,24.13,,,,
27/02/2020,20:25:51,22.97,,24.20,,,,
27/02/2020,20:26:51,22.97,,24.23,,,,
27/02/2020,20:27:51,22.98,,24.30,,,,
27/02/2020,20:28:51,22.98,,24.34,,,,
27/02/2020,20:29:51,23.00,,24.37,,,,
27/02/2020,20:30:51,23.00,,24.41,,,,
27/02/2020,20:31:51,23.00,,24.44,,,,
27/02/2020,20:32:51,23.02,,24.48,,,,
27/02/2020,20:33:51,23.02,,24.48,,,,
27/02/2020,20:34:51,23.04,,24.48,,,,
27/02/2020,20:35:51,23.04,,24.44,,,,
